ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
309_0533,,,782864.00000,8252329.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,unknown,unknown
309_0561,,,799974.00000,8239535.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Christian Service,unknown
309_0564,,,795455.00000,8259946.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,MASAF,unknown
309_0565,,,795961.00000,8259000.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1998,Government,unknown
309_0567,,,800053.00000,8255772.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0511,,,782150.00000,8251935.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,MASAF,unknown
309_0460,,,797729.00000,8255964.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0451,,,800243.00000,8256594.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,2000,Government,unknown
309_0452,,,800568.00000,8256797.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,Government,unknown
309_0456,,,785450.00000,8255783.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,Government,unknown
309_0457,,,784390.00000,8255986.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,Government,unknown
309_0458,,,785461.00000,8255132.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1994,Government,unknown
309_0513,,,798027.00000,8251724.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,Government,unknown
309_0423,,,787561.00000,8260708.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,2003,CDC,unknown
309_0412,,,776281.00000,8250629.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0424,,,796358.00000,8254693.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1998,Government,unknown
309_0425,,,788553.00000,8257131.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1998,unknown,unknown
309_0426,,,797888.00000,8246758.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Government,unknown
309_0427,,,799668.00000,8236928.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,OXFAM,unknown
309_0428,,,800226.00000,8237110.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0429,,,790921.00000,8261403.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,unknown,unknown
309_0430,,,792189.00000,8261415.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1993,unknown,unknown
309_0431,,,791592.00000,8261383.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1970,Government,unknown
309_0493,,,794214.00000,8256633.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,OXFAM,unknown
309_0494,,,794032.00000,8256633.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1111,unknown,unknown
309_0495,,,793957.00000,8256690.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1111,unknown,unknown
309_0496,,,793847.00000,8255935.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1111,unknown,unknown
309_0497,,,794263.00000,8256028.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,unknown,unknown
309_0459,,,794781.00000,8245141.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2001,ActionAid,unknown
309_0499,,,776784.00000,8247341.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Nira,functional,2002,MASAF,unknown
309_0485,,,794585.00000,8247039.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0501,,,799009.00000,8242999.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1999,Government,unknown
309_0502,,,799642.00000,8243035.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0510,,,783429.00000,8250998.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,MASAF,unknown
309_0498,,,776689.00000,8247017.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0463,,,800977.00000,8255495.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0464,,,796386.00000,8239125.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0466,,,799161.00000,8256934.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,MASAF,unknown
309_0487,,,800735.00000,8238141.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,OXFAM,unknown
309_0473,,,798963.00000,8253456.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1958,Government,unknown
309_0486,,,801099.00000,8237668.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,ActionAid,unknown
309_0475,,,792864.00000,8258342.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1993,unknown,unknown
309_0476,,,777796.00000,8250262.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2000,MASAF,unknown
309_0479,,,795899.00000,8255834.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1993,Government,unknown
309_0480,,,795977.00000,8250416.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,ActionAid,unknown
309_0472,,,799419.00000,8253589.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,2000,Community,unknown
309_0799,0,0,795720.00000,8247220.00000,Phalombe,Nazombe TA,Nakude,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0132,,,796719.00000,8251748.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,MASAF,unknown
309_0136,,,797843.00000,8256346.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0137,,,797648.00000,8256338.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0138,,,796511.00000,8247816.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0127,,,788486.00000,8247442.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,Government,unknown
309_0147,,,771452.00000,8248447.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0103,,,797586.00000,8260396.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,MASAF,unknown
309_0140,,,800421.00000,8252793.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1111,MASAF,unknown
309_0116,,,781062.00000,8254428.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,unknown,unknown
309_0105,,,796442.00000,8261070.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,MASAF,unknown
309_0106,,,798336.00000,8260299.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0110,,,778933.00000,8252601.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1960,Government,unknown
309_0111,,,793679.00000,8256387.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1985,World Vision,unknown
309_0115,,,781349.00000,8254573.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1111,JICA,unknown
309_0121,,,800757.00000,8240672.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,MASAF,unknown
309_0122,,,800381.00000,8240926.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,2000,Christian Service,unknown
309_0154,,,783427.00000,8254119.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,unknown,unknown
309_0193,,,784521.00000,8257403.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2001,MASAF,unknown
309_0181,,,796081.00000,8254289.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Nira,not functional,1988,Government,unknown
309_0182,,,779117.00000,8248580.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,Proscarp,unknown
309_0183,,,779329.00000,8248828.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Proscarp,unknown
309_0184,,,795598.00000,8248550.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,ActionAid,unknown
309_0185,,,801525.00000,8244276.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,OXFAM,unknown
309_0186,,,799613.00000,8252645.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Government,unknown
309_0187,,,799363.00000,8252169.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Religious_institution,unknown
309_0188,,,794470.00000,8245875.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,ActionAid,unknown
309_0192,,,785150.00000,8257517.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0178,,,795252.00000,8254232.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Nira,not functional,1987,Government,unknown
309_0194,,,783953.00000,8257110.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1111,MASAF,unknown
309_0198,,,775172.00000,8250882.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0199,,,796992.00000,8254994.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1994,World Vision,unknown
309_0200,,,796895.00000,8254697.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1962,Government,unknown
309_0201,,,796781.00000,8254476.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,Government,unknown
309_0202,,,795067.00000,8255082.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,World Vision,unknown
309_0203,,,794515.00000,8255409.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,OXFAM,unknown
309_0167,,,801245.00000,8246153.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0155,,,784248.00000,8254264.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1998,unknown,unknown
309_0156,,,801044.00000,8242038.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1977,unknown,unknown
309_0157,,,796728.00000,8262764.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,MASAF,unknown
309_0158,,,796293.00000,8261855.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1998,Government,unknown
309_0159,,,795786.00000,8262036.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Christian Service,unknown
309_0160,,,795652.00000,8261919.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2003,MASAF,unknown
309_0161,,,796541.00000,8262674.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,MASAF,unknown
309_0163,,,801060.00000,8245400.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1111,OXFAM,unknown
309_0164,,,800886.00000,8246275.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,Government,unknown
309_0180,,,795265.00000,8254348.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Nira,not functional,1988,Government,unknown
309_0166,,,801850.00000,8246513.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,2002,Christian Service,unknown
309_0179,,,795265.00000,8254289.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Nira,functional,1988,Government,unknown
309_0170,,,800274.00000,8243351.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1999,unknown,unknown
309_0171,,,800257.00000,8243455.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0172,,,797608.00000,8249225.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,ActionAid,unknown
309_0173,,,797122.00000,8249352.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0174,,,798888.00000,8254877.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,2002,ActionAid,unknown
309_0175,,,799260.00000,8254725.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,MASAF,unknown
309_0102,,,797315.00000,8259080.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2002,MASAF,unknown
309_0165,,,801135.00000,8246281.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,MASAF,unknown
309_0035,,,795987.00000,8251655.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0051,,,780953.00000,8252311.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0046,,,779447.00000,8249777.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0104,,,796929.00000,8260160.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,MASAF,unknown
309_0014,,,800844.00000,8257783.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0005,,,784233.00000,8250417.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1998,Government,unknown
309_0006,,,784657.00000,8250794.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,MASAF,unknown
309_0007,,,784937.00000,8251056.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1988,Government,unknown
309_0011,,,782184.00000,8249083.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1996,unknown,unknown
309_0027,,,788009.00000,8261890.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0016,,,795356.00000,8262437.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1999,unknown,unknown
309_0052,,,781165.00000,8251708.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0080,,,794427.00000,8245275.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,ActionAid,unknown
309_0085,0,0,780349.00000,8251618.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1992,unknown,unknown
309_0093,,,794190.00000,8246479.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,ActionAid,unknown
309_0097,,,787923.00000,8259826.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,MASAF,unknown
309_0100,,,798093.00000,8257678.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,MASAF,unknown
309_0101,,,798250.00000,8258291.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1980,Government,unknown
309_0065,,,792335.00000,8263278.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1998,Government,unknown
309_0053,,,779629.00000,8251580.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0054,,,782258.00000,8253535.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1960,Government,unknown
309_0056,,,797923.00000,8250329.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0059,0,0,787904.00000,8259146.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1998,unknown,unknown
309_0060,,,796183.00000,8263341.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,1990,unknown,unknown
309_0062,,,777838.00000,8248145.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0064,,,792557.00000,8262038.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1998,Government,unknown
309_0066,,,788553.00000,8260425.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0067,,,788150.00000,8259806.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,unknown,unknown
309_0068,,,788484.00000,8259912.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,MASAF,unknown
309_0069,,,788268.00000,8259726.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,MASAF,unknown
309_0074,,,787710.00000,8263869.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1953,Government,unknown
309_0206,,,776137.00000,8247750.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1997,Concern Universal,unknown
309_0063,,,798562.00000,8246377.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,ActionAid,unknown
309_0336,,,798061.00000,8256510.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,MASAF,unknown
309_0339,,,788470.00000,8259454.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,2003,unknown,unknown
309_0344,,,797251.00000,8251102.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,not functional,2002,ActionAid,unknown
309_0358,,,780338.00000,8258771.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,functional,1999,Government,unknown
309_0346,,,798006.00000,8249452.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2000,Government,unknown
309_0204,,,796727.00000,8255003.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2003,unknown,unknown
309_0312,,,792240.00000,8259022.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,1999,unknown,unknown
309_0313,,,794850.00000,8246521.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,1998,Government,unknown
